EventID,渲染Pass,DrawName,索引数,实例数,三角面数,Indirect
2638,MobileBasePass,vkCmdDrawIndexed(),72,1,24,
4555,ElementBatch,vkCmdDrawIndexed(),72,1,24,
2032,Velocity,vkCmdDrawIndexed(),6,11,22,
3643,MobileBasePass,vkCmdDrawIndexed(),6,11,22,
926,MobileRenderPrePass,vkCmdDrawIndexed(),60,1,20,
1169,MobileRenderPrePass,vkCmdDrawIndexed(),60,1,20,
2704,MobileBasePass,vkCmdDrawIndexed(),60,1,20,
3009,MobileBasePass,vkCmdDrawIndexed(),60,1,20,
4535,ElementBatch,vkCmdDrawIndexed(),60,1,20,
1569,MobileRenderPrePass,vkCmdDrawIndexed(),54,1,18,
2855,MobileBasePass,vkCmdDrawIndexed(),54,1,18,
4365,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4455,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4460,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4465,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4470,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4482,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4496,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4502,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4630,ElementBatch,vkCmdDrawIndexed(),54,1,18,
4641,ElementBatch,vkCmdDrawIndexed(),54,1,18,
1392,MobileRenderPrePass,vkCmdDrawIndexed(),24,2,16,
3154,MobileBasePass,vkCmdDrawIndexed(),24,2,16,
4437,ElementBatch,vkCmdDrawIndexed(),48,1,16,
4441,ElementBatch,vkCmdDrawIndexed(),48,1,16,
1319,MobileRenderPrePass,vkCmdDrawIndexed(),42,1,14,
1519,MobileRenderPrePass,vkCmdDrawIndexed(),42,1,14,
1984,MobileRenderPrePass,vkCmdDrawIndexed(),42,1,14,
2500,MobileBasePass,vkCmdDrawIndexed(),42,1,14,
2608,MobileBasePass,vkCmdDrawIndexed(),42,1,14,
3747,MobileBasePass,vkCmdDrawIndexed(),42,1,14,
1457,MobileRenderPrePass,vkCmdDrawIndexed(),39,1,13,
2839,MobileBasePass,vkCmdDrawIndexed(),39,1,13,
902,MobileRenderPrePass,vkCmdDrawIndexed(),36,1,12,
1089,MobileRenderPrePass,vkCmdDrawIndexed(),36,1,12,
1094,MobileRenderPrePass,vkCmdDrawIndexed(),36,1,12,
2310,PerObject BP_GameCharacter_C_2147465690,vkCmdDrawIndexed(),36,1,12,
2420,MobileBasePass,vkCmdDrawIndexed(),36,1,12,
2905,MobileBasePass,vkCmdDrawIndexed(),36,1,12,
2910,MobileBasePass,vkCmdDrawIndexed(),36,1,12,
3815,Translucency,vkCmdDrawIndexed(),36,1,12,
984,MobileRenderPrePass,vkCmdDrawIndexed(),6,5,10,
1198,MobileRenderPrePass,vkCmdDrawIndexed(),30,1,10,
1279,MobileRenderPrePass,vkCmdDrawIndexed(),30,1,10,
1998,MobileRenderPrePass,vkCmdDrawIndexed(),30,1,10,
2026,Velocity,vkCmdDrawIndexed(),6,5,10,
2727,MobileBasePass,vkCmdDrawIndexed(),30,1,10,
3086,MobileBasePass,vkCmdDrawIndexed(),6,5,10,
3114,MobileBasePass,vkCmdDrawIndexed(),30,1,10,
3637,MobileBasePass,vkCmdDrawIndexed(),6,5,10,
3761,MobileBasePass,vkCmdDrawIndexed(),30,1,10,
3822,Translucency,vkCmdDrawIndexed(),30,1,10,
4547,ElementBatch,vkCmdDrawIndexed(),30,1,10,
1040,MobileRenderPrePass,vkCmdDrawIndexed(),24,1,8,
1462,MobileRenderPrePass,vkCmdDrawIndexed(),24,1,8,
1725,MobileRenderPrePass,vkCmdDrawIndexed(),24,1,8,
2578,MobileBasePass,vkCmdDrawIndexed(),24,1,8,
2844,MobileBasePass,vkCmdDrawIndexed(),24,1,8,
3414,MobileBasePass,vkCmdDrawIndexed(),24,1,8,
4378,ElementBatch,vkCmdDrawIndexed(),24,1,8,
4427,ElementBatch,vkCmdDrawIndexed(),24,1,8,
4601,ElementBatch,vkCmdDrawIndexed(),24,1,8,
4605,ElementBatch,vkCmdDrawIndexed(),24,1,8,
1730,MobileRenderPrePass,vkCmdDrawIndexed(),21,1,7,
2620,MobileBasePass,vkCmdDrawIndexed(),21,1,7,
1222,MobileRenderPrePass,vkCmdDrawIndexed(),18,1,6,
1245,MobileRenderPrePass,vkCmdDrawIndexed(),6,3,6,
3027,MobileBasePass,vkCmdDrawIndexed(),6,3,6,
3034,MobileBasePass,vkCmdDrawIndexed(),18,1,6,
4413,ElementBatch,vkCmdDrawIndexed(),18,1,6,
973,MobileRenderPrePass,vkCmdDrawIndexed(),12,1,4,
978,MobileRenderPrePass,vkCmdDrawIndexed(),12,1,4,
1336,MobileRenderPrePass,vkCmdDrawIndexed(),12,1,4,
1635,MobileRenderPrePass,vkCmdDrawIndexed(),12,1,4,
2088,Velocity,vkCmdDrawIndexed(),6,2,4,
2657,MobileBasePass,vkCmdDrawIndexed(),12,1,4,
2985,MobileBasePass,vkCmdDrawIndexed(),12,1,4,
3041,MobileBasePass,vkCmdDrawIndexed(),12,1,4,
3047,MobileBasePass,vkCmdDrawIndexed(),12,1,4,
3663,MobileBasePass,vkCmdDrawIndexed(),6,2,4,
4344,ElementBatch,vkCmdDrawIndexed(),12,1,4,
4432,ElementBatch,vkCmdDrawIndexed(),12,1,4,
4487,ElementBatch,vkCmdDrawIndexed(),12,1,4,
4491,ElementBatch,vkCmdDrawIndexed(),12,1,4,
4654,ElementBatch,vkCmdDrawIndexed(),12,1,4,
4664,ElementBatch,vkCmdDrawIndexed(),12,1,4,
1072,MobileRenderPrePass,vkCmdDrawIndexed(),9,1,3,
3265,MobileBasePass,vkCmdDrawIndexed(),9,1,3,
3796,MP_Map_1.BP_ParentCommonEnvLight1_Cloud,vkCmdDrawIndexed(),6,1,2,
3808,Translucency,vkCmdDrawIndexed(),6,1,2,
3836,Translucency,vkCmdDrawIndexed(),6,1,2,
4275,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4279,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4283,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4287,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4291,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4295,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4299,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4303,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4307,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4311,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4315,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4319,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4323,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4327,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4331,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4335,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4339,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4349,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4353,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4357,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4361,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4383,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4388,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4393,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4398,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4403,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4408,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4418,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4422,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4446,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4451,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4476,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4507,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4512,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4517,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4521,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4526,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4539,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4564,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4568,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4572,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4577,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4582,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4586,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4591,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4596,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4610,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4615,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4620,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4624,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4636,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4645,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4649,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4659,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4669,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4674,ElementBatch,vkCmdDrawIndexed(),6,1,2,
4680,ElementBatch,vkCmdDrawIndexed(),6,1,2,
2177,DownsampleHZB(mip=0) 512x256,vkCmdDrawIndexed(),3,1,1,
2188,DownsampleHZB(mip=1) 256x128,vkCmdDrawIndexed(),3,1,1,
2199,DownsampleHZB(mip=2) 128x64,vkCmdDrawIndexed(),3,1,1,
2210,DownsampleHZB(mip=3) 64x32,vkCmdDrawIndexed(),3,1,1,
2221,DownsampleHZB(mip=4) 32x16,vkCmdDrawIndexed(),3,1,1,
2232,DownsampleHZB(mip=5) 16x8,vkCmdDrawIndexed(),3,1,1,
2243,DownsampleHZB(mip=6) 8x4,vkCmdDrawIndexed(),3,1,1,
2254,DownsampleHZB(mip=7) 4x2,vkCmdDrawIndexed(),3,1,1,
2265,DownsampleHZB(mip=8) 2x1,vkCmdDrawIndexed(),3,1,1,
2279,AmbientOcclusion_HorizonSearchIntegral 507x252 (PS),vkCmdDrawIndexed(),3,1,1,
2289,AmbientOcclusion_SpatialFilter 507x252 (PS),vkCmdDrawIndexed(),3,1,1,
2324,MMH::ShadowMapProjection,vkCmdDrawIndexed(),3,1,1,
2402,MobileToonOutlinePass,vkCmdDrawIndexed(),3,1,1,
3852,DownsampleHZB(mip=0) 512x256,vkCmdDrawIndexed(),3,1,1,
3863,DownsampleHZB(mip=1) 256x128,vkCmdDrawIndexed(),3,1,1,
3874,DownsampleHZB(mip=2) 128x64,vkCmdDrawIndexed(),3,1,1,
3885,DownsampleHZB(mip=3) 64x32,vkCmdDrawIndexed(),3,1,1,
3896,DownsampleHZB(mip=4) 32x16,vkCmdDrawIndexed(),3,1,1,
3907,DownsampleHZB(mip=5) 16x8,vkCmdDrawIndexed(),3,1,1,
3918,DownsampleHZB(mip=6) 8x4,vkCmdDrawIndexed(),3,1,1,
3929,DownsampleHZB(mip=7) 4x2,vkCmdDrawIndexed(),3,1,1,
3940,DownsampleHZB(mip=8) 2x1,vkCmdDrawIndexed(),3,1,1,
3980,BloomSetup 254x126 (PS),vkCmdDrawIndexed(),3,1,1,
3992,BloomDown 127x63 (PS),vkCmdDrawIndexed(),3,1,1,
4003,BloomDown 64x32 (PS),vkCmdDrawIndexed(),3,1,1,
4014,BloomDown 32x16 (PS),vkCmdDrawIndexed(),3,1,1,
4025,BloomDown 16x8 (PS),vkCmdDrawIndexed(),3,1,1,
4037,BloomUp 32x16 (PS),vkCmdDrawIndexed(),3,1,1,
4048,BloomUp 64x32 (PS),vkCmdDrawIndexed(),3,1,1,
4059,BloomUp 127x63 (PS),vkCmdDrawIndexed(),3,1,1,
4092,SunMerge 254x126 (PS),vkCmdDrawIndexed(),3,1,1,
4105,TAA(Main Quality=High) 1014x504 -> 1014x504,vkCmdDrawIndexed(),3,1,1,
4116,Tonemap 1014x504 (PS GammaOnly=0),vkCmdDrawIndexed(),3,1,1,
4129,Upscale(PrimaryToOutput Method=1) -1944829244x1014 -> 504x1448,vkCmdDrawIndexed(),3,1,1,
4145,DownsampleHZB(mip=0) 512x256,vkCmdDrawIndexed(),3,1,1,
4156,DownsampleHZB(mip=1) 256x128,vkCmdDrawIndexed(),3,1,1,
4167,DownsampleHZB(mip=2) 128x64,vkCmdDrawIndexed(),3,1,1,
4178,DownsampleHZB(mip=3) 64x32,vkCmdDrawIndexed(),3,1,1,
4189,DownsampleHZB(mip=4) 32x16,vkCmdDrawIndexed(),3,1,1,
4200,DownsampleHZB(mip=5) 16x8,vkCmdDrawIndexed(),3,1,1,
4211,DownsampleHZB(mip=6) 8x4,vkCmdDrawIndexed(),3,1,1,
4222,DownsampleHZB(mip=7) 4x2,vkCmdDrawIndexed(),3,1,1,
4233,DownsampleHZB(mip=8) 2x1,vkCmdDrawIndexed(),3,1,1,
4734,CopyImageToBackBuffer,vkCmdDraw(),4,1,1,
